Employee_ID,Global_UID,Employment_Status,First_Name,Middle_Name,Last_Name,Maiden_Name,SSN_National_ID,Passport_Number,Driver_License_Number,Date_of_Birth,Place_of_Birth,Gender,Marital_Status,Nationality,Personal_Email,Work_Email,Home_Phone,Mobile_Phone,Street_Address,City,State_Province,Zip_Postal_Code,Country,Job_Title,Department,Manager_Name,Hire_Date,Annual_Salary,Bonus_Target_Percent,Direct_Deposit_Routing,Direct_Deposit_Account,Emergency_Contact,Emergency_Phone,Insurance_Policy_ID,DLP_Sensitivity_Label
EMP-11877,31a9cb70-916e-447e-88b0-8d5d1f2092d3,Terminated,Shannon,Brett,Long,,ZZ691956T,IG4078880,D7790420,2001-11-04,North Toby,Male,Married,United Kingdom,edwardsdawn@gmail.com,shannon.long@corp-internal.com,(666)594-5330x306,+44118 496 0240,"Studio 2
Denis Turnpike",Morrisberg,IL,21150,USA,Meteorologist,Finance,Amy Williams,2025-06-13,"$103,684",12%,125537021,QKVT54387515789213,Christopher Pollard,+1-682-339-0906x4761,GRP-645096,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11878,abd468c8-bc8e-4bb8-8dfb-fce51bf21bdf,On Leave,Jodie,Ruth,Bird,,ZZ277323T,BA9619957,Q0335166,1998-10-17,Patrickberg,Non-Binary,Married,United States,loribruce@gmail.com,jodie.bird@corp-internal.com,(750)418-8087x448,+441414960769,"Flat 15
Mitchell Land",Lesliehaven,UT,01395,USA,Housing manager/officer,Finance,Bethany Clarke,2017-07-25,"$61,255",7%,113251076,QCEY64417094081455,Duncan Rose,+441632960645,GRP-677725,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11879,c4b4c34d-3478-48be-ad60-8f9b311f2524,On Leave,Anna,David,Armstrong,,ZZ302660T,MV7486097,G7585344,1991-08-27,South Richardshire,Prefer not to say,Divorced,United Kingdom,alvarezmonica@gmail.com,anna.armstrong@corp-internal.com,+1-720-799-7824x65680,+441174960439,1 Bryant Plaza,Martinmouth,WI,61207,USA,"Engineer, biomedical",Sales,Mr Ryan Cartwright,2022-11-24,"$125,268",8%,101592190,IXFX31794649699627,Donna Walton-Williams,(0131) 496 0749,GRP-818316,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11880,4a23815d-6c62-4159-a2b8-f22a649d389b,Active,Elizabeth,Philip,Stewart,,ZZ 28 97 76 T,FD1188550,J3814976,1982-03-11,New Clive,Male,Single,United States,murraymegan@outlook.com,elizabeth.stewart@corp-internal.com,+44151 4960911,+1-525-286-9597x7360,59 Gregory Brook,East Rebecca,PR,14339,USA,Paramedic,Engineering,Samantha Jones,2016-11-05,"$47,616",6%,027889291,XTAW88080329292985,Teresa Williamson,0161 496 0529,GRP-630132,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11881,cca5ec8f-184c-4570-99cf-ea209cc4dfa7,Terminated,Geraldine,Brittany,Torres,,ZZ 672786 T,DD2887005,Q5496237,1981-06-13,North Karl,Male,Divorced,United States,nicholas88@hotmail.co.uk,geraldine.torres@corp-internal.com,(0113)4960350,(915)780-6011x643,99 Stephen Estate,West Matthewville,MS,79046,USA,Fitness centre manager,Engineering,Trevor Lyons-Foster,2018-01-10,"$51,257",9%,111085008,UDPE92452335920277,Nathaniel Griffin,+1-796-432-7197x87171,GRP-998583,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11882,defda4b2-b61b-4ce1-85ee-13a820e3bd68,Terminated,Adriana,James,Gay,,ZZ 13 45 02 T,JC0551631,S1590115,1992-12-08,Saramouth,Male,Single,United States,joycelaw@hotmail.co.uk,adriana.gay@corp-internal.com,(208)745-2245x87398,028 9018003,796 Adam Place,Lake Sallystad,VA,78930,USA,Advertising account executive,Finance,Donald Garner,2016-09-22,"$162,215",14%,106000030,EMWK97827273407273,Suzanne Coates,(0116) 496 0043,GRP-674838,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11883,bdeb3f16-5538-43b2-9b55-a24f7bf8c7bd,Terminated,Phillip,Sheryl,Long,,398-93-7206,HP9627061,W0789310,1998-01-18,Howardborough,Male,Divorced,United States,dannyjones@yahoo.com,phillip.long@corp-internal.com,001-552-431-9066x336,268-731-0536x899,890 Davis Expressway Apt. 012,South Ashley,AZ,09957,USA,Chief Marketing Officer,Engineering,Joseph Brown,2023-08-30,"$87,206",18%,093305437,LOOE27183737796213,Daniel Davis,(0121) 4960751,GRP-115113,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11884,3e358e09-06ff-4ec1-9773-f5ed419cc607,Active,Elizabeth,Elizabeth,Jensen,,819-42-7434,AZ4888131,B4644780,1980-06-26,Holderfort,Female,Single,United States,carolyn83@gmail.com,elizabeth.jensen@corp-internal.com,(215)416-4012,+44(0)1144960952,"Flat 02Q
Gavin Vista",West Christopherport,WA,39308,USA,Web designer,HR,Ms Natalie Flynn,2020-02-15,"$170,592",11%,114425296,KLGO80534231289776,John Pittman,(253)372-9696x9605,GRP-287735,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11885,a0e3185f-72cf-4dd7-9ed7-a58502b23ee6,On Leave,Michael,Jordan,Atkinson,,755-45-5951,ZJ2260556,N1297818,1987-04-23,South Eileen,Female,Divorced,United States,owenporter@gmail.com,michael.atkinson@corp-internal.com,(0117) 4960059,001-620-905-5773x6886,25208 Ricky Stravenue,West Philip,CO,26277,USA,"Engineer, land",Engineering,Alexandra Larson,2025-10-07,"$68,126",18%,087774278,CFGI79625126738828,Holly Cooper,001-879-756-0780x20777,GRP-797482,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11886,9354555d-e3b5-4fcc-bddb-4a913654c91b,Active,Steve,Jonathan,Morris,,ZZ 895872 T,EN3059042,M8291068,1982-09-24,Hamiltonview,Female,Divorced,United States,mooremolly@yahoo.com,steve.morris@corp-internal.com,+1-280-751-8036x90533,(0909) 8790588,567 Walters Plains,West Mauricefurt,CA,72002,USA,"Therapist, horticultural",Engineering,Chad Smith,2017-05-22,"$94,818",8%,071179818,VVWR18430702346371,Amanda Bradley,268.900.3969x36532,GRP-357185,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11887,bdb46597-2aab-4051-967b-98730826fdb9,Terminated,Declan,Martyn,Martinez,,659-64-9506,ZA4744769,Y3647632,1983-11-23,North Deannaton,Prefer not to say,Single,United States,jhickman@hotmail.com,declan.martinez@corp-internal.com,001-651-975-4563x7170,+1-208-756-3883x47596,"Flat 7
Humphreys Streets",Palmertown,LA,46334,USA,Metallurgist,Finance,Matthew Martin,2021-06-23,"$172,218",6%,051300160,CNPQ99118127078205,Louis Morton-Thompson,+44121 496 0240,GRP-720865,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11888,083ef1ca-adaa-4fed-9654-afdc41bcf64c,Terminated,Leigh,Brett,Keith,,ZZ 615649 T,IF4928701,R5249801,1967-09-06,Lake Nathanside,Male,Married,United States,katherine02@hotmail.com,leigh.keith@corp-internal.com,001-511-759-2171x799,4796778660,980 Pearson Common,Johnfurt,GA,11564,USA,Information officer,Legal,Joe Johnson,2024-01-05,"$124,526",16%,072993572,TOGR24909956008321,Mr Tom Fry,0116 496 0701,GRP-580277,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11889,b07020e8-db63-4dd7-b02f-e0022af0ce58,Terminated,Garry,Christina,Pugh,,443-99-8463,JG9860722,L4236030,2000-04-30,Michaelside,Non-Binary,Married,United States,martin83@yahoo.com,garry.pugh@corp-internal.com,3307596209,(0141)4960310,70 Taylor Islands,Smithfort,TN,41967,USA,"Doctor, hospital",Legal,Roger Davies,2022-08-20,"$45,245",14%,069509704,WQNN38774288422043,Phillip Morris,9678964194,GRP-931551,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11890,dd313e0d-29eb-4797-bc62-227ec021aaa3,Active,Sophie,Jason,Forster,,ZZ 411320 T,YX0473492,G3600440,1970-09-13,Staceyborough,Female,Single,United States,aprilrivera@hotmail.com,sophie.forster@corp-internal.com,0115 496 0901,340-762-8761x297,"Flat 07
Wilson Ranch",Paulfort,FM,66800,USA,"Nurse, mental health",HR,Corey Nguyen,2017-10-26,"$89,773",12%,102454745,OPCU39584953921532,Ricky Clark,+44(0)131 496 0501,GRP-887590,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11891,4c70ec33-73cc-4536-b62d-4e9d601b291d,Active,Aimee,Ryan,Bishop,,ZZ 267265 T,YE2786384,V5786123,1963-02-19,Port Jenna,Prefer not to say,Married,United States,jarvisbarbara@yahoo.com,aimee.bishop@corp-internal.com,+443069990342,+4428 9018741,696 Best Run,East Robertview,GU,78295,USA,Curator,Finance,Josh Barlow,2018-05-01,"$154,965",16%,040540300,WOJM74637698676787,Phillip Greene,(0117) 496 0975,GRP-558623,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11892,260d951c-f5af-479f-857e-4c6dc7670fdd,Terminated,Susan,Raymond,Higgins,,ZZ 107391 T,EP3710126,R1411630,1968-10-04,Port Thomas,Non-Binary,Divorced,United States,max66@outlook.com,susan.higgins@corp-internal.com,001-720-466-0693x518,+44(0)909 879 0027,21 Green Drive,Aaronmouth,PR,97344,USA,Community arts worker,HR,Dr Carl Hopkins,2017-12-11,"$53,327",8%,029609848,FLHH77369414320637,Nancy Nelson,001-682-384-7407x777,GRP-258309,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11893,0392b22c-d399-4bd7-bf77-5040971463c5,Terminated,Jason,Alice,Douglas,,ZZ045941T,BE7476882,U9286369,1976-09-02,West Damianville,Male,Widowed,United States,phale@yahoo.com,jason.douglas@corp-internal.com,+44121 496 0676,001-497-857-6925x75352,4039 Williams Turnpike Suite 906,Gouldchester,NY,03547,USA,Food technologist,Sales,Carla Stewart,2021-04-09,"$50,793",11%,100534418,GXUS51185822602089,Ms Naomi Naylor,476.750.3195,GRP-283135,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11894,556d879b-69ad-41cb-90ad-4ca180b01052,On Leave,Emily,Laura,Trujillo,,ZZ 94 74 37 T,VK9518253,V6317501,1991-10-08,Port Mitchell,Male,Widowed,United States,mdavies@yahoo.co.uk,emily.trujillo@corp-internal.com,476-768-8818,001-417-471-2012,5 Bradley Trafficway,Marionstad,IN,36477,USA,Market researcher,Legal,Dr Carl Howell,2025-01-28,"$134,144",9%,057640947,XOPS05057437557771,Mike Atkins,628-598-9499x47021,GRP-984860,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11895,5a9d668b-6af6-41e7-88de-d98eea6158b3,Active,Robert,Albert,Martinez,,795-78-0298,UX2842066,O1143464,1997-02-08,New Maurice,Non-Binary,Widowed,United States,dorothy35@yahoo.com,robert.martinez@corp-internal.com,0117 496 0628,001-888-804-6733,73443 Brian Rest,South Jeremy,CO,48595,USA,Dealer,Legal,Robert Johnson,2016-06-05,"$117,751",8%,048267588,EJCY66243811976019,Robert Williams,384.484.4372x482,GRP-962904,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11896,1b98a70d-c5f5-4704-82ea-aad5c0c28f72,Active,John,Jeffrey,Cole,Smith,045-70-7069,YQ9554601,Y4724794,1964-10-01,Amberburgh,Female,Married,United States,tforster@yahoo.co.uk,john.cole@corp-internal.com,914.429.1549,617.647.7496,08231 Walker Drives Suite 500,New Jerryborough,CT,13913,USA,Stage manager,Legal,Mrs Jade Hartley,2020-10-14,"$76,747",6%,090695001,PQDY28789145634579,Danielle Matthews-Palmer,+1-664-350-2557x681,GRP-117392,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11897,4da23d8f-cadc-432c-bbf7-2dd3babbe220,Terminated,Tyler,Brian,Deleon,,ZZ890704T,PY2089317,V3928808,1990-10-25,East Ian,Male,Single,United States,hamiltoncarolyn@hotmail.co.uk,tyler.deleon@corp-internal.com,(679)774-0336,001-824-828-5118x9164,077 Gabriela Loop,Michaelburgh,DE,28675,USA,"Engineer, electrical",Sales,Kerri King,2023-01-04,"$178,620",6%,093524250,AFGL67106568620011,Mrs Eleanor Webb,877-718-2936x4005,GRP-884697,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11898,166a9bc4-ad1a-493e-a61c-ca692fdb3816,On Leave,Joseph,Gerald,Cowan,,747-32-7951,RY9285745,W3184707,1988-04-28,Lake Lewismouth,Male,Single,United States,smithjayne@yahoo.com,joseph.cowan@corp-internal.com,+44151 496 0818,493-910-5801,56 Emily Corner,New Danielle,ID,01737,USA,Materials engineer,Finance,Dr Catherine Bartlett,2021-06-18,"$131,567",12%,010705418,LQBR48075434680901,Miss Sandra Adams,836-382-1348x69421,GRP-971357,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11899,9b82a188-82b4-4f7c-a162-83d8e102d125,Terminated,Dorothy,Diane,Powell,,123-50-0363,OR8863396,P0901779,1982-05-20,Denisestad,Female,Divorced,United States,hjohnson@hotmail.com,dorothy.powell@corp-internal.com,001-353-777-4781,599-853-9942x73053,"Flat 7
Sylvia Curve",Michaelborough,NV,71035,USA,"Optician, dispensing",Legal,Jeremy Hicks,2022-05-28,"$147,947",19%,116645634,NVIZ67553078198511,Andrew Parker,672.252.1915x8290,GRP-861462,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11900,4ff32a8b-5daa-4867-b19b-5229d37d40dd,Terminated,Lee,James,Smith,,365-76-5341,EE6722637,F2191386,1971-12-02,New Conor,Non-Binary,Single,United States,sjackson@hotmail.com,lee.smith@corp-internal.com,001-262-643-4661x537,(0113) 4960301,"Flat 33D
Douglas Pike",North Justinmouth,PW,71520,USA,General practice doctor,Finance,Carlos Ruiz,2020-08-26,"$126,487",9%,070005174,VKIY24827227256135,Cheryl Nicholls,+44(0)29 2018 0184,GRP-138042,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11901,58a263cc-cb1f-42d7-b670-5d9e02b9b208,Active,Ashleigh,Wendy,Robinson,,395-05-2615,WE8357338,E6107146,2001-08-14,Rileymouth,Male,Single,United States,ellenwallace@gmail.com,ashleigh.robinson@corp-internal.com,905.761.0655x915,001-669-290-2227x354,8563 Bailey Village Suite 553,Liamburgh,PR,47035,USA,"Designer, fashion/clothing",Sales,Robert Rollins,2021-03-05,"$62,761",11%,056009754,NKHT09726565792178,Caroline Johnson,001-243-287-0718,GRP-415819,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11902,a68eb2da-9ffe-4cd6-b019-cd46311fdd49,Terminated,Cheryl,Ronnie,Allison,,ZZ 57 11 64 T,ZC4775950,J6363409,1972-02-14,Karinabury,Male,Married,United Kingdom,phaynes@gmail.com,cheryl.allison@corp-internal.com,+44151 496 0737,+1-654-873-1545x875,25849 Andrew Glen,New Neil,OK,30254,USA,Publishing copy,HR,Caroline Oliver,2023-10-16,"$87,630",9%,085496707,XVKB29432742270711,Julie Austin,(440)534-9168x33432,GRP-659040,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11903,9b95339b-5c5d-4f7e-b151-fb401390d847,Terminated,Sean,Rachael,Wright,,633-89-6709,KA4622737,T6043156,1966-10-15,East Rebeccaborough,Prefer not to say,Widowed,United States,wrobinson@hotmail.com,sean.wright@corp-internal.com,+1-584-540-9705,619.437.3659x457,7934 Black Village,Port Geraldstad,SC,68137,USA,Electronics engineer,Sales,Liam Jones,2017-12-06,"$134,127",13%,127236553,ITEL42539325390889,Cynthia Mora,0116 496 0103,GRP-575052,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11904,662ffdb7-e36e-4075-96b3-4389506baa51,Terminated,Rachael,Jonathan,Brown,,ZZ 60 88 86 T,KW8420529,S2668515,1989-09-04,Douglasfort,Non-Binary,Married,United States,rebecca94@hotmail.com,rachael.brown@corp-internal.com,(478)924-8304x89438,238.224.9400x941,"Studio 1
Shaw Common",East Kelli,AS,96816,USA,Retail merchandiser,Engineering,Iain Griffin-Ball,2024-01-02,"$68,411",7%,071904371,GVJJ24188964235317,Mrs Denise Baker,+44(0)141 4960222,GRP-125725,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11905,c3f5fb2a-e7af-4afa-9737-8836a7d1d143,On Leave,Jessica,Leon,Wilkins,,ZZ 78 08 93 T,YD6122884,H7476536,1988-11-01,Fitzgeraldside,Male,Married,United States,gabrielleharris@hotmail.com,jessica.wilkins@corp-internal.com,+44(0)292018117,001-934-871-2098x89009,"Studio 22r
Harris Estate",Wrightmouth,CT,45226,USA,Exercise physiologist,HR,Laura Hall,2019-09-03,"$153,112",8%,014353112,BNIU62502154142355,Frederick Martin,759.377.3455,GRP-940116,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11906,f081a1c2-dafc-47ad-b5d1-5854347628ab,Terminated,Zoe,Hazel,Barnes,,ZZ 123048 T,TQ0877235,X1339707,1964-09-23,North Mary,Female,Divorced,United States,perkinsmarcus@hotmail.com,zoe.barnes@corp-internal.com,+44(0)1184960656,001-356-649-6422,37049 Orozco Forks Apt. 981,Rebeccastad,AK,59662,USA,Environmental consultant,Sales,Ms Anna Hughes,2022-12-21,"$177,889",15%,018642528,QAFF28031150016394,Whitney Chavez,001-424-360-8332x13502,GRP-141713,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11907,2a62767f-b806-4334-9287-abca9e2cb056,Active,Susan,Billy,Phillips,,726-07-4380,EH1574055,N4795133,1967-01-24,Kathrynberg,Non-Binary,Single,United States,christinejones@hotmail.com,susan.phillips@corp-internal.com,722-249-3382,332.725.4147x4212,"Studio 84
Brown Key",Port Jeffrey,AZ,18984,USA,Product designer,Legal,Maria Hayes,2023-10-10,"$116,662",11%,015053356,RDTV90392084347627,Stacey King,+441144960033,GRP-210159,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11908,fea17bac-d812-463f-b683-dd1cca5ffb0a,On Leave,Jill,Amy,Collins,,ZZ 35 16 61 T,WM0422587,Y6807125,1975-07-30,East Jillburgh,Non-Binary,Divorced,United States,jessica32@gmail.com,jill.collins@corp-internal.com,+44(0)29 2018621,028 9018 0121,8 Abdul Glen,East Danielburgh,NE,52077,USA,Water quality scientist,Sales,James King,2023-07-09,"$116,584",7%,050261190,EVRZ40374300790971,Jeffrey Lee,+44(0)9098790776,GRP-927670,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11909,feaf1123-44b2-4757-a242-1eb622e05d10,On Leave,Marvin,Jennifer,Hudson,,877-51-6507,NL9242915,D6422129,1973-07-15,Lewisbury,Female,Widowed,United States,dwilson@yahoo.com,marvin.hudson@corp-internal.com,(0306)9990818,+44(0)9098790748,"Flat 07p
Chapman Extension",Joelstad,NM,65587,USA,Agricultural consultant,Sales,Mackenzie Parker,2023-04-07,"$163,842",14%,083392492,PYNR50157028639504,Zachary Valencia,+441134960332,GRP-878067,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11910,576956ae-e470-40a0-b7a4-dd8d32f53a74,On Leave,Chelsea,Ryan,Thomson,,ZZ 06 88 09 T,OW5213414,X4576927,1989-11-10,New Denis,Male,Divorced,United States,amandarandall@hotmail.co.uk,chelsea.thomson@corp-internal.com,0115 4960110,603.682.5613x5449,74241 Martinez Burg Apt. 276,Sandrafort,GU,70187,USA,Proofreader,Engineering,James Cook,2017-08-14,"$128,880",20%,116352930,KAUC80308319956287,Mr. Javier Andrade,+441314960667,GRP-835792,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11911,1782c0f8-d7cc-410d-a2ff-31f4719d20a1,Terminated,Jean,Shaun,Rogers,,ZZ713927T,GU2809192,X1256724,1961-05-15,North Steven,Male,Single,United States,kevin06@gmail.com,jean.rogers@corp-internal.com,01154960774,0289018783,6734 Nunez Spurs,South Debra,PW,43231,USA,"Horticulturist, amenity",Legal,Debra Patrick,2019-07-29,"$117,297",8%,127934402,AITE62954945936644,Holly Joyce-Shepherd,+44(0)121 496 0420,GRP-984811,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11912,ae3b2d37-6c70-4849-af05-6574d1dc2b19,On Leave,Christopher,Emily,Randall,,088-08-7493,WU8691085,W5722826,1987-05-03,North Melissa,Female,Widowed,United Kingdom,sduncan@hotmail.com,christopher.randall@corp-internal.com,+44909 879 0755,0161 4960129,8 Glenn Ports,South Henry,NC,78933,USA,"Editor, commissioning",Sales,Crystal Spears,2020-05-22,"$79,973",12%,084337650,QHQS62828997098214,Miss Charlotte Clarke,001-260-873-5196x14482,GRP-260480,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11913,5deba06c-4194-4e89-86ab-86ea44d0399d,Terminated,Sheila,Phillip,Page,,ZZ 331225 T,UT1182270,D5504253,1976-07-11,North Abbieside,Male,Divorced,United Kingdom,glenn82@yahoo.co.uk,sheila.page@corp-internal.com,001-969-764-6651x6225,974.295.9409x6946,2257 Sara Plains Apt. 508,Gouldbury,CO,53412,USA,Probation officer,Legal,Eric Lewis,2018-07-17,"$126,953",8%,122435032,LPCA54883098148316,Dr Damien Walker,(0131) 496 0541,GRP-879672,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11914,b80c73f7-ad65-4164-86df-c1c57f3f2c4b,On Leave,Daniel,Harriet,White,,ZZ 268679 T,WW7147241,H7270306,1977-03-16,North Amy,Non-Binary,Widowed,United Kingdom,pamela41@hotmail.com,daniel.white@corp-internal.com,01134960083,(0114) 496 0463,9444 Brown Prairie,East Bethanyfort,AS,87103,USA,Banker,Engineering,Christian Flores,2019-05-25,"$133,403",14%,052197204,NCTB32627603735780,Toby Thomas,(0116)4960152,GRP-325413,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11915,53308bac-30ce-4f97-b461-7630eaeb8feb,Active,Lauren,Brandon,Watson,,ZZ 524381 T,PK7230181,A9487778,1996-01-10,North Kimburgh,Female,Single,United States,jcross@gmail.com,lauren.watson@corp-internal.com,+1-750-436-9840x5690,+44191 4960938,"Flat 0
Marie Mills",East Meganfort,AZ,11110,USA,Building services engineer,Finance,Joe Solomon,2022-11-29,"$173,874",17%,110991737,NDWJ16421767303098,Angelica Stevenson,001-779-741-3829,GRP-681580,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11916,36c49f7d-f9f5-4976-bcd1-80346eec6a95,On Leave,Todd,Clive,Zuniga,,ZZ 470465 T,OZ9232236,U4867668,2003-11-06,Lynnport,Non-Binary,Divorced,United States,orteganicole@gmail.com,todd.zuniga@corp-internal.com,203-845-2360,+1-783-671-3392x94219,"Flat 06F
Colin Vista",Lake Ben,NV,77353,USA,Warden/ranger,HR,Shaun Young-Lees,2020-10-08,"$177,977",5%,040875745,RUGU28860631532951,Melissa Collins,532.486.1961x4786,GRP-714663,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11917,807b76e4-8a46-4e48-8a1e-a872ba59594a,Terminated,Robin,Lisa,Jones,,847-61-1479,MT9851274,H2777076,1991-11-26,Lake Nathan,Male,Married,United States,juliajones@hotmail.com,robin.jones@corp-internal.com,+44(0)114 496 0706,0114 496 0729,334 Gutierrez River,Lewisfort,FL,47622,USA,"Engineer, maintenance",Engineering,Johnny Smith,2019-09-30,"$168,565",19%,105864840,NMPZ29928318068345,Nathan Ryan,925.314.3930x45654,GRP-819480,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11918,e73ec775-37b4-419d-819e-f3ef5c011126,Terminated,Stewart,Samuel,Brown,,560-09-2725,MP8421226,Y5533754,1963-07-09,North Michael,Prefer not to say,Married,United States,karlatkins@outlook.com,stewart.brown@corp-internal.com,0121 4960617,(0161) 496 0494,996 Norton Glens Apt. 325,Robertchester,MA,44913,USA,Production engineer,Finance,John Scott,2025-02-12,"$163,805",15%,042179601,OYVI44849047620263,Danielle Wright,0131 4960686,GRP-958865,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11919,1640f3f2-8275-4695-8640-e7bc795d1775,On Leave,Ana,Henry,Forster,,785-17-6740,BS7229552,J4963234,2001-10-31,New Hughbury,Prefer not to say,Married,United States,xjohnson@yahoo.co.uk,ana.forster@corp-internal.com,251.720.2600,+1-493-319-5160x29539,1086 Madison Points Apt. 449,Lake Benjaminborough,AZ,80913,USA,Financial trader,Engineering,Matthew Martin,2021-09-22,"$89,861",11%,054789982,WSGR17621644529859,Francesca Myers,+44(0)151 496 0807,GRP-806053,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11920,edf8adf7-7fab-407b-a199-965691d2fcd2,Active,Steven,Lawrence,Fisher,,644-90-4571,DD9744260,V4357507,1993-01-17,Jenniferstad,Female,Single,United States,gpeters@yahoo.com,steven.fisher@corp-internal.com,8189729618,001-782-844-0826x2019,737 Jamie Via,South Donna,FM,46006,USA,Sales promotion account executive,Legal,Tina Bolton-Jones,2019-12-04,"$53,074",20%,101077165,CEWN41348168339889,Rebecca Garcia,+1-728-637-2236x78066,GRP-270690,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11921,49a17025-5dc0-471e-9e44-330ac1c4bd06,Terminated,Mandy,Susan,Taylor,,191-62-4917,NR4497542,Q8922738,1978-08-11,North Davidfort,Male,Widowed,United Kingdom,andrew63@yahoo.com,mandy.taylor@corp-internal.com,6059919361,873-914-6516,"Flat 0
Nicholas Row",Waltersborough,MH,78744,USA,Risk analyst,Sales,Robert Williams,2021-04-12,"$96,890",19%,129748599,AJLW36503827417895,Matthew Frye,(304)744-2198,GRP-222275,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11922,a559abb8-09e9-4504-9435-ee5151e31917,On Leave,Briana,Richard,Burch,,ZZ 41 39 72 T,YI7196640,C9130925,2003-07-13,Lake Donaldside,Female,Single,United States,cbrown@hotmail.com,briana.burch@corp-internal.com,(945)302-3497,+4428 9018 0606,9150 Johns Square Apt. 918,Lynchton,GA,46582,USA,Geochemist,Finance,Marilyn Wagner,2021-12-25,"$94,109",19%,122990991,KZNN23380876469961,Terry Knight,+44(0)191 496 0886,GRP-867313,CONFIDENTIAL - INTERNAL USE ONLY
